Run,barcode,seq_name,pathogen,Biofire positive,mapQ,length,meanDepth,meanDepth_trunc5,meanDepth_trunc10,AuG,AuG_trunc5,AuG_trunc10,bases,bases_perc,Cov1,Cov3,Cov5,Cov10,Cov1_perc,Cov3_perc,Cov5_perc,Cov10_perc,sample num reads,total run reads mapped,total run reads inc unmapped,Sample_reads_percent_of_run,Sample_reads_percent_of_refs,Sample_reads_percent_of_type_run,Sample_reads_percent_of_type_sample,median_read_length,median_aligned_length,mean_read_length,mean_aligned_length,Sample_num_reads_200,Sample_num_reads_300,Sample_num_reads_400,orthoreovirus,zika,MS2,murine_respirovirus,orthoreovirus passed,zika passed,MS2 passed,murine_respirovirus passed,total sample bases,total sample reads,total run bases,total run reads,isSpike,PC_PASSES,PCs_passed,pass,gold_standard,condition,FLU_A_POS,TOP_FLU_A,sample_positive,pooled_with_accession_1,pooled_with_accession_2,pcr_organisms,Unnamed: 5,testcode_inferred,testcode_checked,Batch,test,pathogen_tests,test_type,spiked,MS2_spike,IC_virus_spike
Expt9A_SISPA_Katie,5,S2C,Influenza A/H1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Influenza A/H1-2009,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Influenza A/H3,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Influenza B,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,MERS,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Metapneumovirus,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Mycoplasma_pneumoniae,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Parainfluenza 1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Parainfluenza 2,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Parainfluenza 3,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,Parainfluenza 4,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,RSV,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,SARS-CoV-2,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,5,S2C,unmapped,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55403.0,0.0,0.0,0.0,0.0,3.998103529398181,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,19814731.0,61207.0,530391264.0,1608111.0,0.0,1.0,0,False,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Adenovirus,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Bordetella_parapertussis,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Bordetella_pertussis,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Chlamydia_pneumoniae,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Coronavirus 229E,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Coronavirus HKU,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Coronavirus NL63,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Coronavirus OC43,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Rhinovirus/enterovirus,1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,1,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Influenza A,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Influenza A/H1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Influenza A/H1-2009,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Influenza A/H3,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Influenza B,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,MERS,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Metapneumovirus,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Mycoplasma_pneumoniae,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Parainfluenza 1,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
Expt9A_SISPA_Katie,9,S3C,Parainfluenza 2,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30965980.0,100316.0,530391264.0,1608111.0,0.0,0.0,0,0,0,False,False,False,1,,,HUMAN RHINOVIRUS/ENTEROVIRUS,,RCPR,,1,BIOFIRE,24,BIOFIRE,1,1,1
